fips,year,temp,tempc
01,1895,61.641666666666666,16.46759259259259
01,1896,64.26666666666667,17.925925925925924
01,1897,64.19166666666666,17.884259259259256
01,1898,62.983333333333334,17.212962962962965
01,1899,63.1,17.27777777777778
01,1900,63.40833333333333,17.449074074074073
01,1901,61.391666666666666,16.328703703703702
01,1902,63.583333333333336,17.546296296296298
01,1903,61.975,16.65277777777778
01,1904,62.766666666666666,17.09259259259259
01,1905,62.63333333333333,17.01851851851852
01,1906,63.275,17.375
01,1907,63.725,17.625
01,1908,64.04166666666667,17.80092592592593
01,1909,63.85,17.694444444444443
01,1910,62.666666666666664,17.037037037037035
01,1911,65.325,18.51388888888889
01,1912,62.11666666666667,16.73148148148148
01,1913,63.608333333333334,17.560185185185187
01,1914,62.83333333333333,17.129629629629626
01,1915,63.2,17.333333333333332
01,1916,63.44166666666666,17.46759259259259
01,1917,61.85,16.583333333333332
01,1918,63.78333333333333,17.657407407407405
01,1919,64.09166666666667,17.828703703703706
01,1920,62.300000000000004,16.833333333333336
01,1921,65.70833333333333,18.726851851851848
01,1922,65.16666666666666,18.42592592592592
01,1923,63.416666666666664,17.453703703703702
01,1924,62.25,16.805555555555557
01,1925,64.95833333333333,18.31018518518518
01,1926,62.9,17.166666666666668
01,1927,65.58333333333333,18.657407407407405
01,1928,62.483333333333334,16.935185185185187
01,1929,63.43333333333334,17.462962962962965
01,1930,63.266666666666666,17.370370370370367
01,1931,64.05,17.805555555555557
01,1932,64.01666666666667,17.787037037037035
01,1933,65.1,18.388888888888886
01,1934,63.4,17.444444444444443
01,1935,63.575,17.541666666666668
01,1936,63.80833333333334,17.671296296296298
01,1937,63.391666666666666,17.439814814814813
01,1938,64.54166666666667,18.07870370370371
01,1939,63.875,17.708333333333332
01,1940,61.175,16.208333333333332
01,1941,63.6,17.555555555555557
01,1942,62.5,16.944444444444443
01,1943,63.24166666666667,17.35648148148148
01,1944,63.608333333333334,17.560185185185187
01,1945,63.85,17.694444444444443
01,1946,64.10833333333333,17.837962962962965
01,1947,62.65,17.02777777777778
01,1948,63.4,17.444444444444443
01,1949,64.225,17.902777777777775
01,1950,63.11666666666667,17.287037037037038
01,1951,63.766666666666666,17.648148148148145
01,1952,63.35,17.416666666666668
01,1953,63.75833333333333,17.64351851851852
01,1954,64.175,17.875
01,1955,63.43333333333333,17.462962962962962
01,1956,63.583333333333336,17.546296296296298
01,1957,63.95,17.75
01,1958,61.21666666666667,16.23148148148148
01,1959,62.95,17.194444444444443
01,1960,61.541666666666664,16.412037037037035
01,1961,61.93333333333334,16.629629629629633
01,1962,63.05,17.25
01,1963,61.725,16.51388888888889
01,1964,62.391666666666666,16.884259259259256
01,1965,63.00833333333333,17.22685185185185
01,1966,61.641666666666666,16.46759259259259
01,1967,61.916666666666664,16.620370370370367
01,1968,61,16.11111111111111
01,1969,61.36666666666667,16.314814814814817
01,1970,62.11666666666667,16.73148148148148
01,1971,62.68333333333334,17.046296296296298
01,1972,62.958333333333336,17.199074074074076
01,1973,63.05833333333334,17.254629629629633
01,1974,63.1,17.27777777777778
01,1975,62.825,17.125
01,1976,60.675,15.930555555555555
01,1977,62.458333333333336,16.921296296296298
01,1978,61.86666666666667,16.592592592592595
01,1979,61.358333333333334,16.310185185185187
01,1980,62.46666666666667,16.925925925925927
01,1981,61.983333333333334,16.65740740740741
01,1982,63.34166666666667,17.412037037037038
01,1983,61.19166666666666,16.21759259259259
01,1984,62.81666666666666,17.120370370370367
01,1985,62.791666666666664,17.10648148148148
01,1986,64.09166666666667,17.828703703703706
01,1987,63.041666666666664,17.245370370370367
01,1988,62.075,16.708333333333332
01,1989,62.199999999999996,16.777777777777775
01,1990,64.91666666666667,18.28703703703704
01,1991,63.958333333333336,17.754629629629633
01,1992,62.108333333333334,16.726851851851855
01,1993,62.325,16.84722222222222
01,1994,63.05,17.25
01,1995,63.03333333333333,17.24074074074074
01,1996,62.125,16.73611111111111
01,1997,62.36666666666667,16.87037037037037
01,1998,65.125,18.40277777777778
01,1999,64.14166666666667,17.85648148148148
01,2000,63.56666666666666,17.537037037037035
01,2001,63.03333333333333,17.24074074074074
01,2002,63.575,17.541666666666668
01,2003,62.733333333333334,17.074074074074076
01,2004,63.333333333333336,17.40740740740741
01,2005,63.391666666666666,17.439814814814813
01,2006,64.2,17.88888888888889
01,2007,64.4,18.000000000000004
01,2008,62.91666666666667,17.17592592592593
01,2009,62.90833333333333,17.171296296296294
01,2010,62.708333333333336,17.060185185185187
01,2011,63.833333333333336,17.685185185185187
01,2012,64.91666666666667,18.28703703703704
01,2013,62.6,17
01,2014,62.03333333333333,16.685185185185183
01,2015,64.61666666666666,18.120370370370367
01,2016,65.34166666666667,18.52314814814815
01,2017,65.03333333333333,18.35185185185185
01,2018,64.45,18.02777777777778
01,2019,65.375,18.541666666666668
04,1895,58.49166666666667,14.717592592592593
04,1896,59.983333333333334,15.546296296296298
04,1897,58.625,14.791666666666666
04,1898,59.016666666666666,15.009259259259258
04,1899,59.166666666666664,15.09259259259259
04,1900,60.06666666666666,15.59259259259259
04,1901,59.94166666666666,15.523148148148145
04,1902,59.65,15.36111111111111
04,1903,58.99166666666667,14.995370370370372
04,1904,59.65,15.36111111111111
04,1905,58.78333333333333,14.879629629629628
04,1906,59.016666666666666,15.009259259259258
04,1907,59.45,15.25
04,1908,58.725,14.847222222222221
04,1909,58.45833333333333,14.699074074074069
04,1910,61.18333333333333,16.212962962962962
04,1911,58.775,14.875
04,1912,57.2,14.000000000000002
04,1913,57.483333333333334,14.157407407407408
04,1914,59.916666666666664,15.509259259259258
04,1915,58.21666666666667,14.564814814814817
04,1916,58.78333333333333,14.879629629629628
04,1917,58.65833333333333,14.810185185185183
04,1918,58.81666666666666,14.898148148148145
04,1919,58.083333333333336,14.490740740740742
04,1920,57.791666666666664,14.328703703703702
04,1921,59.925,15.51388888888889
04,1922,58.625,14.791666666666666
04,1923,57.858333333333334,14.365740740740742
04,1924,58.61666666666667,14.787037037037038
04,1925,59.1,15.055555555555555
04,1926,59.608333333333334,15.337962962962965
04,1927,59.53333333333333,15.296296296296296
04,1928,59.63333333333333,15.351851851851851
04,1929,58.53333333333333,14.74074074074074
04,1930,58.53333333333333,14.74074074074074
04,1931,59.21666666666667,15.120370370370372
04,1932,58.38333333333333,14.657407407407407
04,1933,58.75,14.86111111111111
04,1934,61.733333333333334,16.51851851851852
04,1935,59,15
04,1936,60.30833333333334,15.726851851851855
04,1937,59.125,15.069444444444445
04,1938,59.30833333333333,15.171296296296296
04,1939,59.641666666666666,15.35648148148148
04,1940,60.85,16.02777777777778
04,1941,58.166666666666664,14.537037037037035
04,1942,59.175,15.097222222222221
04,1943,60.483333333333334,15.824074074074076
04,1944,57.99166666666667,14.439814814814817
04,1945,58.516666666666666,14.73148148148148
04,1946,59.30833333333334,15.171296296296298
04,1947,59.34166666666667,15.189814814814817
04,1948,58.55833333333334,14.754629629629632
04,1949,58.166666666666664,14.537037037037035
04,1950,60.49166666666667,15.828703703703704
04,1951,58.858333333333334,14.921296296296298
04,1952,58.825,14.902777777777779
04,1953,59.25,15.13888888888889
04,1954,60.88333333333333,16.046296296296294
04,1955,58.45,14.694444444444445
04,1956,59.541666666666664,15.300925925925924
04,1957,59.541666666666664,15.300925925925924
04,1958,60.391666666666666,15.773148148148145
04,1959,60.2,15.666666666666666
04,1960,59.575,15.319444444444445
04,1961,59.25,15.13888888888889
04,1962,59.833333333333336,15.462962962962965
04,1963,59.791666666666664,15.439814814814813
04,1964,57.766666666666666,14.314814814814813
04,1965,58.475,14.708333333333334
04,1966,59.5,15.277777777777779
04,1967,59,15
04,1968,58.65,14.805555555555555
04,1969,59.7,15.38888888888889
04,1970,58.958333333333336,14.976851851851855
04,1971,58.21666666666667,14.564814814814817
04,1972,59.641666666666666,15.35648148148148
04,1973,58.391666666666666,14.662037037037035
04,1974,59.483333333333334,15.26851851851852
04,1975,57.891666666666666,14.384259259259258
04,1976,58.96666666666667,14.981481481481483
04,1977,60.20833333333333,15.671296296296292
04,1978,59.8,15.444444444444445
04,1979,58.81666666666666,14.898148148148145
04,1980,60.233333333333334,15.685185185185187
04,1981,61.325,16.291666666666668
04,1982,58.74166666666667,14.856481481481483
04,1983,59.2,15.11111111111111
04,1984,59.44166666666667,15.245370370370372
04,1985,59.550000000000004,15.305555555555559
04,1986,60.575,15.875
04,1987,59.31666666666666,15.175925925925924
04,1988,60.2,15.666666666666666
04,1989,61.225,16.23611111111111
04,1990,59.71666666666667,15.398148148148149
04,1991,59.25,15.13888888888889
04,1992,59.59166666666667,15.328703703703704
04,1993,59.8,15.444444444444445
04,1994,60.55,15.86111111111111
04,1995,61.00833333333333,16.11574074074074
04,1996,61.875,16.59722222222222
04,1997,60.525,15.847222222222221
04,1998,59.275,15.152777777777779
04,1999,60.78333333333333,15.99074074074074
04,2000,61.675,16.48611111111111
04,2001,61.199999999999996,16.222222222222218
04,2002,61.175,16.208333333333332
04,2003,61.9,16.61111111111111
04,2004,60.40833333333333,15.782407407407407
04,2005,61.13333333333333,16.185185185185183
04,2006,61.125,16.180555555555557
04,2007,61.59166666666667,16.439814814814817
04,2008,60.61666666666667,15.898148148148149
04,2009,61.083333333333336,16.15740740740741
04,2010,60.391666666666666,15.773148148148145
04,2011,60.333333333333336,15.740740740740742
04,2012,62.108333333333334,16.726851851851855
04,2013,60.45,15.805555555555555
04,2014,62.25,16.805555555555557
04,2015,61.75,16.52777777777778
04,2016,62.175,16.76388888888889
04,2017,63.03333333333333,17.24074074074074
04,2018,62.266666666666666,16.814814814814813
04,2019,60.28333333333333,15.712962962962962
05,1895,58.858333333333334,14.921296296296298
05,1896,62.075,16.708333333333332
05,1897,61.3,16.27777777777778
05,1898,60.44166666666666,15.800925925925924
05,1899,59.96666666666667,15.537037037037038
05,1900,61.225,16.23611111111111
05,1901,60.24166666666667,15.689814814814817
05,1902,59.733333333333334,15.40740740740741
05,1903,58.483333333333334,14.712962962962965
05,1904,59.53333333333333,15.296296296296296
05,1905,58.75,14.86111111111111
05,1906,59.516666666666666,15.287037037037035
05,1907,61.108333333333334,16.171296296296298
05,1908,61.38333333333333,16.324074074074073
05,1909,61.291666666666664,16.273148148148145
05,1910,60.13333333333333,15.629629629629628
05,1911,62.05,16.694444444444443
05,1912,58.50833333333333,14.726851851851851
05,1913,60.625,15.902777777777779
05,1914,60.30833333333333,15.726851851851851
05,1915,59.75,15.416666666666666
05,1916,60.78333333333333,15.99074074074074
05,1917,58.34166666666667,14.63425925925926
05,1918,60.525,15.847222222222221
05,1919,60.74166666666667,15.967592592592593
05,1920,59.725,15.402777777777779
05,1921,63.31666666666666,17.398148148148145
05,1922,61.68333333333334,16.490740740740744
05,1923,60.74166666666667,15.967592592592593
05,1924,59.11666666666667,15.064814814814817
05,1925,61.833333333333336,16.574074074074076
05,1926,60.266666666666666,15.703703703703702
05,1927,62.016666666666666,16.675925925925924
05,1928,60.11666666666667,15.620370370370372
05,1929,59.65833333333333,15.36574074074074
05,1930,60.78333333333333,15.99074074074074
05,1931,61.666666666666664,16.48148148148148
05,1932,61.15,16.194444444444443
05,1933,62.31666666666667,16.842592592592595
05,1934,61.958333333333336,16.64351851851852
05,1935,60.79166666666667,15.995370370370374
05,1936,61.041666666666664,16.134259259259256
05,1937,60,15.555555555555555
05,1938,62.625,17.01388888888889
05,1939,61.975,16.65277777777778
05,1940,58.6,14.777777777777779
05,1941,61.24166666666667,16.24537037037037
05,1942,60.358333333333334,15.754629629629632
05,1943,61.06666666666666,16.148148148148145
05,1944,61.05833333333333,16.14351851851852
05,1945,60.291666666666664,15.71759259259259
05,1946,61.958333333333336,16.64351851851852
05,1947,60.2,15.666666666666666
05,1948,59.916666666666664,15.509259259259258
05,1949,60.875,16.041666666666668
05,1950,59.78333333333333,15.435185185185183
05,1951,60.1,15.61111111111111
05,1952,60.99166666666667,16.10648148148148
05,1953,61.80833333333334,16.560185185185187
05,1954,62.78333333333333,17.10185185185185
05,1955,60.80833333333334,16.004629629629633
05,1956,61.38333333333333,16.324074074074073
05,1957,60.575,15.875
05,1958,58.75833333333333,14.86574074074074
05,1959,60,15.555555555555555
05,1960,58.88333333333333,14.935185185185183
05,1961,59.13333333333333,15.074074074074073
05,1962,60.30833333333334,15.726851851851855
05,1963,60.33333333333333,15.740740740740737
05,1964,60.666666666666664,15.925925925925924
05,1965,61.025,16.125
05,1966,59.175,15.097222222222221
05,1967,59.86666666666667,15.481481481481483
05,1968,58.666666666666664,14.814814814814813
05,1969,59.516666666666666,15.287037037037035
05,1970,59.71666666666667,15.398148148148149
05,1971,60.46666666666667,15.814814814814817
05,1972,60.03333333333333,15.574074074074073
05,1973,60.575,15.875
05,1974,60.266666666666666,15.703703703703702
05,1975,59.875,15.48611111111111
05,1976,58.75,14.86111111111111
05,1977,60.766666666666666,15.98148148148148
05,1978,58.9,14.944444444444445
05,1979,57.99166666666667,14.439814814814817
05,1980,60.49166666666667,15.828703703703704
05,1981,60.225,15.680555555555555
05,1982,59.96666666666667,15.537037037037038
05,1983,58.86666666666667,14.925925925925927
05,1984,60.05,15.583333333333334
05,1985,59.84166666666667,15.467592592592593
05,1986,61.516666666666666,16.398148148148145
05,1987,61.03333333333333,16.12962962962963
05,1988,59.75,15.416666666666666
05,1989,58.96666666666667,14.981481481481483
05,1990,61.84166666666667,16.578703703703706
05,1991,61.3,16.27777777777778
05,1992,59.891666666666666,15.495370370370368
05,1993,59.30833333333333,15.171296296296296
05,1994,60.391666666666666,15.773148148148145
05,1995,60.475,15.819444444444445
05,1996,59.56666666666667,15.314814814814817
05,1997,59.65833333333333,15.36574074074074
05,1998,63.1,17.27777777777778
05,1999,62.15,16.75
05,2000,60.891666666666666,16.050925925925924
05,2001,61.225,16.23611111111111
05,2002,60.583333333333336,15.879629629629632
05,2003,60.266666666666666,15.703703703703702
05,2004,61.025,16.125
05,2005,61.958333333333336,16.64351851851852
05,2006,61.99166666666667,16.662037037037038
05,2007,61.80833333333333,16.560185185185183
05,2008,59.858333333333334,15.476851851851855
05,2009,59.925,15.51388888888889
05,2010,61.175,16.208333333333332
05,2011,61.81666666666666,16.564814814814813
05,2012,63.608333333333334,17.560185185185187
05,2013,59.641666666666666,15.35648148148148
05,2014,58.666666666666664,14.814814814814813
05,2015,61.4,16.333333333333332
05,2016,62.791666666666664,17.10648148148148
05,2017,62.54166666666667,16.967592592592595
05,2018,61.166666666666664,16.203703703703702
05,2019,61.225,16.23611111111111
06,1895,56.458333333333336,13.587962962962965
06,1896,57.46666666666667,14.148148148148149
06,1897,56.458333333333336,13.587962962962965
06,1898,56.7,13.722222222222223
06,1899,56.55833333333334,13.64351851851852
06,1900,57.49166666666667,14.162037037037038
06,1901,57.24166666666667,14.023148148148149
06,1902,56.166666666666664,13.425925925925924
06,1903,56.208333333333336,13.449074074074076
06,1904,57.416666666666664,14.120370370370368
06,1905,57.075,13.930555555555557
06,1906,57.18333333333333,13.99074074074074
06,1907,56.525,13.625
06,1908,56.233333333333334,13.462962962962964
06,1909,56.225,13.458333333333334
06,1910,57.65833333333333,14.254629629629628
06,1911,55.375,12.98611111111111
06,1912,55.541666666666664,13.078703703703702
06,1913,56.45,13.583333333333336
06,1914,57.375,14.097222222222221
06,1915,56.74166666666667,13.745370370370372
06,1916,55.583333333333336,13.101851851851855
06,1917,56.625,13.680555555555555
06,1918,56.84166666666667,13.800925925925927
06,1919,56.275,13.48611111111111
06,1920,56.09166666666667,13.38425925925926
06,1921,57.30833333333333,14.060185185185183
06,1922,56.05833333333334,13.365740740740742
06,1923,56.36666666666667,13.537037037037038
06,1924,57.15,13.972222222222221
06,1925,57.141666666666666,13.967592592592592
06,1926,58.791666666666664,14.884259259259258
06,1927,56.875,13.819444444444445
06,1928,57.675,14.26388888888889
06,1929,57.233333333333334,14.018518518518519
06,1930,56.94166666666667,13.856481481481483
06,1931,58.28333333333333,14.601851851851851
