fips,Fall,Spring,Summer,Winter,max_warming_season,Annual,CTYNAME,STNAME
01001,-0.2485643738977183,-0.07373544973543776,-0.30713227513227265,0.27003880070546327,Winter,-0.07996825396825907,Autauga County,Alabama
01003,0.04969312169311484,0.06003527336860628,-0.007407407407409344,0.444585537918865,Winter,0.1429947089947023,Baldwin County,Alabama
01005,0.17948500881834703,0.12749206349206632,-0.06122045855379021,0.8911322751322717,Winter,0.30025044091711217,Barbour County,Alabama
01007,-0.39816578483245946,-0.21007407407407463,-0.5760846560846631,0.5307936507936566,Winter,-0.15266666666666764,Bibb County,Alabama
01009,0.30886772486772723,0.3334603174603193,0.16976366843033538,0.7357883597883662,Winter,0.38553439153440494,Blount County,Alabama
01011,0.08560141093473958,0.10541093474427207,0.001156966490300923,0.7972910052910015,Winter,0.2644832451499152,Bullock County,Alabama
01013,-0.5934250440917199,-0.5365925925925795,-0.49331922398588435,-0.10646913580246567,Winter,-0.4269629629629573,Butler County,Alabama
01015,0.04737918871251871,0.05346031746032762,-0.19126631393298793,0.9563880070546682,Winter,0.21731922398588013,Calhoun County,Alabama
01017,-0.13900529100528558,0.004359788359788696,0.037220458553792586,0.9747019400352672,Winter,0.2286384479717764,Chambers County,Alabama
01019,-0.1857354497354436,-0.01206349206348584,-0.4956754850088266,0.8917389770723033,Winter,0.05081834215167935,Cherokee County,Alabama
01021,-0.38926278659612795,-0.13489947089947193,-0.4840776014109256,0.4464479717813065,Winter,-0.13222222222221378,Chilton County,Alabama
01023,-0.02356261022928466,-0.22641269841270356,-0.27084303350969635,0.22432451499117365,Winter,-0.06512169312169476,Choctaw County,Alabama
01025,0.01355908289242537,-0.1474991181657835,-0.3802892416225775,0.47143562610229395,Winter,-0.006574955908293257,Clarke County,Alabama
01027,-0.1895167548500917,-0.11898412698411728,-0.12392239858906394,0.6129664902998255,Winter,0.052158730158740146,Clay County,Alabama
01029,-0.08687125220458161,0.06233509700175963,-0.28996119929453623,1.171654320987648,Winter,0.21592945326278837,Cleburne County,Alabama
01031,-0.24586948853616017,-0.3035343915343904,-0.19170370370369882,0.10922045855379858,Winter,-0.1465608465608511,Coffee County,Alabama
01033,-0.14158730158731667,0.337961199294523,-0.5083033509700252,0.7401622574955856,Winter,0.10912522045854951,Colbert County,Alabama
01035,-0.7107301587301538,-0.6091710758377393,-0.7507583774250507,-0.1975731922398593,Winter,-0.5662222222222191,Conecuh County,Alabama
01037,-0.3530017636684352,-0.17207760141093334,-0.2921340388006951,0.302730158730149,Winter,-0.11819047619046973,Coosa County,Alabama
01039,-0.49796119929453275,-0.4556613756613698,-0.3657707231040554,-0.14305467372134378,Winter,-0.3575555555555543,Covington County,Alabama
01041,-0.5954144620811238,-0.5393156966490308,-0.31033509700176914,-0.18951675485008593,Winter,-0.3989417989418089,Crenshaw County,Alabama
01043,0.06689241622575168,0.14761199294533073,-0.031280423280416615,0.4148007054673704,Winter,0.14912874779541643,Cullman County,Alabama
01045,0.005093474426808825,-0.06295590828924269,-0.1379753086419704,0.5493615520282155,Winter,0.09973897707231605,Dale County,Alabama
01047,-0.11339682539681756,0.04221516754849865,-0.23036331569664517,0.5335873015873033,Winter,0.0679753086419678,Dallas County,Alabama
01049,-0.3943139329805942,-0.23051851851852642,-0.5875696649029988,0.5218483245149904,Winter,-0.1730264550264547,DeKalb County,Alabama
01051,-0.32378130511464276,-0.10402821869489332,-0.19231040564373833,0.2502292768959401,Winter,-0.07860670194003588,Elmore County,Alabama
01053,-0.4716895943562611,-0.37536507936508334,-0.5059047619047614,0.026483245149909112,Winter,-0.32772134038800255,Escambia County,Alabama
01055,0.07758730158730186,0.13859611992944876,-0.15707936507937384,0.8109347442680743,Winter,0.21550617283950735,Etowah County,Alabama
01057,-0.5068218694885414,-0.2544620811287515,-0.9428148148148174,0.43332627865961626,Winter,-0.3098271604938348,Fayette County,Alabama
01059,-0.2600776014109304,0.18823280423280142,-0.6145185185185108,0.5811075837742488,Winter,-0.024998236331575878,Franklin County,Alabama
01061,-0.010285714285710044,-0.1325714285714289,-1.4109347443144374e-4,0.29602821869489,Winter,0.046328042328046985,Geneva County,Alabama
01063,-0.4856578483245175,-0.33707231040564234,-0.6649453262786457,0.30840211640211557,Winter,-0.28162257495591825,Greene County,Alabama
01065,-0.4614744268077582,-0.3379188712522048,-0.5576719576719448,0.4600211640211701,Winter,-0.20991887125221192,Hale County,Alabama
01067,0.24766137566137464,0.12261022927689226,-0.17251499118165403,0.9274215167548431,Winter,0.29290652557318553,Henry County,Alabama
01069,0.1554708994709001,-0.0362610229276853,-0.11040564373898969,0.6731287477954001,Winter,0.17867019400353149,Houston County,Alabama
01071,-0.2919647266313823,-0.23707936507937075,-0.36440211640212716,0.4378412698412628,Winter,-0.11426455026455097,Jackson County,Alabama
01073,-3.9506172839354317e-4,0.11564021164021407,-0.21243033509700426,0.7211005291005329,Winter,0.16086419753086037,Jefferson County,Alabama
01075,-0.6366701940035224,-0.2420035273368537,-0.9435908289241673,0.2870546737213398,Winter,-0.3761093474426865,Lamar County,Alabama
01077,-0.13635273368606468,0.2515273368606768,-0.404811287477963,0.7607336860670197,Winter,0.12007407407407594,Lauderdale County,Alabama
01079,-0.2504550264550272,-0.06507231040564686,-0.5182504409170965,0.43349559082891953,Winter,-0.09865255731922888,Lawrence County,Alabama
01081,-0.20472663139329378,0.014462081128762752,0.052204585537923634,0.7860599647266321,Winter,0.17611640211640772,Lee County,Alabama
01083,-0.27904056437389796,-0.09883597883598477,-0.4122610229276851,0.5477530864197503,Winter,-0.0643209876543136,Limestone County,Alabama
01085,-0.2996119929453288,-0.19731922398589358,-0.23221164021164922,0.19602116402117428,Winter,-0.1254497354497428,Lowndes County,Alabama
01087,-0.19947795414462907,-0.008141093474418286,0.002751322751322798,0.5698624338624344,Winter,0.10893827160494864,Macon County,Alabama
01089,-0.31260670194002993,-0.12605291005289962,-0.3354638447971765,0.4495520282186926,Winter,-0.08499118165784508,Madison County,Alabama
01091,-0.14378835978835297,-0.24756261022926845,-0.39623280423280344,0.40790123456790495,Winter,-0.08382716049383077,Marengo County,Alabama
01093,-0.485827160493824,-0.13068077601409747,-0.8404656084656243,0.37698765432099257,Winter,-0.2661058201058111,Marion County,Alabama
01095,-0.10414109347442108,-0.018285714285708184,-0.22714638447972402,0.525784832451497,Winter,0.04207054673721831,Marshall County,Alabama
01097,0.23918165784832277,0.20950970017636306,0.2177636684303304,0.5393156966490396,Winter,0.31236684303351886,Mobile County,Alabama
01099,-0.30281481481481604,-0.2732134038800678,-0.47564021164022036,0.2518518518518636,Winter,-0.19916402116402437,Monroe County,Alabama
01101,-0.29000352733685525,-0.16253968253968196,-0.1308359788359825,0.1934673721340449,Winter,-0.08588359788360277,Montgomery County,Alabama
01103,-0.16557319223985228,-0.11365079365079066,-0.30495943562609124,0.3567407407407369,Winter,-0.05877601410934213,Morgan County,Alabama
01105,-0.2792239858906531,-0.12094532627866281,-0.36636331569665026,0.5400917107583723,Winter,-0.04329805996472782,Perry County,Alabama
01107,-0.5544409171075908,-0.23434215167549027,-0.7527619047619087,0.2615873015872934,Winter,-0.3088112874779511,Pickens County,Alabama
01109,-0.29243033509700006,-0.31596472663138986,-0.29038447971781606,0.1935238095238117,Winter,-0.16167901234568036,Pike County,Alabama
01111,-0.13314991181657107,0.009820105820097366,-0.08905820105820565,1.0106384479717831,Winter,0.2040952380952465,Randolph County,Alabama
01113,0.009439153439156604,0.1344902998236372,0.06122045855377772,0.970723104056435,Winter,0.3091322751322785,Russell County,Alabama
01115,0.18673721340386776,0.15688183421517216,0.05935802469135882,0.7380458553791858,Winter,0.2867089947089967,St. Clair County,Alabama
01117,-0.20472663139329492,-0.08499470899471047,-0.30694885361551444,0.5288888888888889,Winter,-0.010631393298057882,Shelby County,Alabama
01119,-0.3072169312169347,-0.30340740740741096,-0.543054673721343,0.2439929453262775,Winter,-0.21574955908288254,Sumter County,Alabama
01121,-0.14923456790124015,-0.16799999999999607,-0.18377425044090656,0.47846208112874644,Winter,9.453262786547053e-4,Talladega County,Alabama
01123,-0.34645502645501935,-0.13099118165785273,-0.04519223985890524,0.4551111111111113,Winter,-0.003915343915343193,Tallapoosa County,Alabama
01125,-0.4865467372134054,-0.3005008818342183,-0.8673580246913603,0.6123738977072362,Winter,-0.24919576719576536,Tuscaloosa County,Alabama
01127,-0.08277954144619977,5.643738976616201e-5,-0.44922751322749843,0.5931287477954081,Winter,0.021026455026443017,Walker County,Alabama
01129,-0.07157671957672429,-0.2059259259259374,-0.3628359788359821,0.299428571428579,Winter,-0.07835626102292992,Washington County,Alabama
01131,-0.15758730158729772,-0.13046913580248232,-0.35939329805996273,0.43462433862434563,Winter,-0.04711816578483548,Wilcox County,Alabama
01133,-0.16124162257494434,-0.018483245149913223,-0.4519082892416188,0.3531428571428638,Winter,-0.06751675485008793,Winston County,Alabama
04001,0.5849594356260956,0.7343350970017706,0.6886490299823674,1.1512804232804228,Winter,0.7921375661375647,Apache County,Arizona
04003,1.1780881834215062,1.37063844797178,1.010497354497358,1.2271181657848285,Spring,1.2075485008818256,Cochise County,Arizona
04005,0.9695943562610236,1.1401199294532558,1.1671816578483307,1.653629629629629,Winter,1.2495731922398634,Coconino County,Arizona
04007,1.3474003527336817,1.5301446208112865,1.431943562610237,1.5378765432098709,Winter,1.4660105820105864,Gila County,Arizona
04009,0.6475626102292708,0.9501375661375638,0.7558236331569729,0.6274567901234603,Spring,0.757368606701938,Graham County,Arizona
04011,0.240056437389769,0.41021516754850507,0.2538412698412744,0.7684514991181677,Winter,0.4272522045855343,Greenlee County,Arizona
04012,1.840761904761897,1.7294109347442643,1.5552874779541328,1.5320634920634837,Fall,1.6686843033509742,La Paz County,Arizona
04013,1.8360634920634875,2.160973544973556,2.1329805996472593,1.516627865961201,Spring,1.907777777777771,Maricopa County,Arizona
04015,1.2763174603174432,1.2944197530864163,1.417622574955912,1.3525784832451477,Summer,1.345901234567905,Mohave County,Arizona
04017,0.7821940035273274,0.9005714285714255,0.7973333333333134,1.336310405643739,Winter,0.9620388007054728,Navajo County,Arizona
04019,1.4164514991181625,1.8002680776014126,1.263633156966491,1.3303562610229407,Spring,1.4548359788359695,Pima County,Arizona
04021,1.7175449735449817,1.8895943562610371,1.6939118165784919,1.305298059964725,Spring,1.658144620811291,Pinal County,Arizona
04023,1.0122328042327933,1.4038659611992867,0.917954144620809,1.4625608465608522,Winter,1.201890652557329,Santa Cruz County,Arizona
04025,1.300176366843032,1.6810582010582082,1.5522821869488548,1.5696649029982317,Spring,1.5305008818342034,Yavapai County,Arizona
04027,2.0044726631393304,1.938779541446209,1.878335097001767,1.6342433862433856,Fall,1.8643738977072355,Yuma County,Arizona
05001,0.004416225749556489,0.21193650793651067,-0.13688888888889106,0.18498765432098788,Spring,0.07795414462081572,Arkansas County,Arkansas
05003,0.5225961199294558,0.505552028218688,0.398179894179883,0.6984550264550285,Winter,0.5436507936507927,Ashley County,Arkansas
05005,0.05910405643738553,0.5291287477954101,0.35050440917106784,0.9095308641975299,Winter,0.4647689594356315,Baxter County,Arkansas
05007,-0.08998941798942227,0.38292768959436496,0.3732204585537806,0.9018694885361553,Winter,0.4023562610229222,Benton County,Arkansas
05009,-0.23626102292768797,0.5211005291005232,0.1617777777777827,0.7205361552028193,Winter,0.3006031746031785,Boone County,Arkansas
05011,0.15657142857143397,0.31510405643738926,-0.010920634920627123,0.7314426807760066,Winter,0.3083527336860713,Bradley County,Arkansas
05013,-0.30795061728394874,-0.04586948853614218,-0.3306666666666728,0.2942081128747799,Winter,-0.08353439153438612,Calhoun County,Arkansas
05015,-0.2724656084656228,0.4280211640211631,0.17530864197531085,0.7354920634920641,Winter,0.27780599647264986,Carroll County,Arkansas
